6141H;09;4530;"6";"";2105;1200;;;0;0;"Star tankstelle diesel";"";1900;EUR;6141;EUR;0
4763H;09;4530;"6";"";2105;1200;;;0;0;"marktkauf ts diesel";"";1900;EUR;4763;EUR;0
3094H;09;4920;"6";"";2705;1200;;;0;0;"telekom mobilfunk";"";1900;EUR;3094;EUR;0
600000S;00;1360;"6";"";2905;1200;;;0;0;"umbuchung";"";0;EUR;600000;EUR;0
250000H;00;1590;"6";"";2905;1200;;;0;0;"kaba ibrahima transferleistung";"";0;EUR;250000;EUR;0
99960H;09;4210;"6";"";2905;1200;;;0;0;"miete06/13";"";1900;EUR;99960;EUR;0
220850H;00;1780;"6";"";3105;1200;;;0;0;"ust 03/13";"";0;EUR;220850;EUR;0
4125S;00;2650;"5";"";0205;1252;;;0;0;"zinsen für guthaben";"";0;EUR;4125;EUR;0
1031H;00;2213;"5";"";0205;1252;;;0;0;"sparkasse";"";0;EUR;1031;EUR;0
56H;00;2216;"5";"";0205;1252;;;0;0;"sparkasse";"";0;EUR;56;EUR;0
500000H;00;1360;"5";"";1705;1252;;;0;0;"umbuchung";"";0;EUR;500000;EUR;0
600000H;00;1360;"5";"";2905;1252;;;0;0;"umbuchung";"";0;EUR;600000;EUR;0
50000H;00;1508;"0";"";1802;1507;;;0;0;"bintou mady kaba darlehensrück";"";0;EUR;50000;EUR;0
1400S;00;27;"Anl0620136";"";3006;4822;;;0;0;"Abschreibung";"";0;EUR;1400;EUR;0
8200S;00;200;"Anl0620136";"";3006;4830;;;0;0;"Abschreibung";"";0;EUR;8200;EUR;0
40400S;00;320;"Anl0620136";"";3006;4832;;;0;0;"Abschreibung";"";0;EUR;40400;EUR;0
2600S;00;420;"Anl0620136";"";3006;4830;;;0;0;"Abschreibung";"";0;EUR;2600;EUR;0
